scenario_id,title,title_en,business_impact,implementation_speed,technologies,case_count,exposed_case_count,hidden_or_unexposed_case_count,case_ids,industries,functions,tasks,source_urls
cmryiwkiu00qjinjjzjgcndnd,AI‑управляемая система автоматизации лабораторных исследований в аграрном R&D,,medium,medium,ClassicML; LLM; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=23&limit=20
cmryiwkit00p1injjxlibbpuj,Автоматическая генерация юридических заключений по сделкам с помощью ИИ,,medium,medium,LLM; NLP; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=22&limit=20
cmryiwkij00dxinjjhle9a6qx,Автоматическое создание технологических карт возделывания культур на основе ИИ,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=12&limit=20
cmryiwkii00chinjj1bwh0as7,Автономные тракторы с ИИ-навигацией для точного земледелия,,strong,slow,ClassicML; AIAgents; CV,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=11&limit=20
cmryiwkik00dzinjjuhkzumov,Генеративная ИИ-система создания и обновления инструкций по эксплуатации сельхозтехники,,medium,medium,LLM; NLP,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=12&limit=20
cmryiwkih00b7injjmlq7pd4j,Генерация ИИ-основанных технических спецификаций и описаний сельхозтехники,,medium,medium,LLM; NLP; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=10&limit=20
cmryiwkia002vinjj0xvpotme,Генерация ИИ-сценариев развития агробизнеса и стратегических рекомендаций,,medium,medium,ClassicML; LLM; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=2&limit=20
cmryiwkiv00rtinjj3vvgqbhl,Генерация ИИ-текстов для автоматического описания новых сортов культур,,medium,medium,ClassicML; LLM; NLP,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=25&limit=20
cmryiwkif0083injjnlp1wj7r,ИИ-DSS для выбора оптимальных каналов дистрибуции сельхозпродукции,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=7&limit=20
cmryiwkim00gfinjjk32vvm0c,ИИ-DSS для выбора оптимальных программ социального пакета для сотрудников агропредприятия,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=14&limit=20
cmryiwkio00j7injj0jh6omjm,ИИ-DSS для приоритизации проектов цифровизации в агрокомпаниях,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=17&limit=20
cmryiwkie0071injjhhabfkwr,ИИ-автоматизация обновления каталогов агропродукции на маркетплейсах,,medium,medium,ClassicML; LLM; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=6&limit=20
cmryiwkir00mdinjj3kxfl8m6,ИИ-автоматизация подготовки и обработки логистических документов,,medium,medium,LLM; NLP; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=20&limit=20
cmryiwkig009xinjjtvgf5air,ИИ-автоматизация процесса заключения контрактов на поставку зерна,,strong,medium,LLM; NLP; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=8&limit=20
cmryiwkic004dinjjlpib9imi,ИИ-автоматизация процесса закрытия финансового периода в агропромышленном комплексе с использованием RPA/IPA,,medium,slow,ClassicML; LLM; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=3&limit=20
cmryiwkil00fhinjjctgpq7js,ИИ-автоматизация процесса оценки эффективности персонала в агропромышленном комплексе,,medium,medium,ClassicML; LLM; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=13&limit=20
cmryiwkiu00qlinjjhwe3wr4l,ИИ-автоматизация процесса подготовки и подачи заявок на патенты в агротехнологиях,,medium,medium,LLM; NLP; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=23&limit=20
cmryiwkie0075injj5m3b27at,ИИ-автоматизация процесса ценообразования на сельхозпродукцию,,strong,slow,ClassicML; LLM; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=6&limit=20
cmryiwkin00i9injjung5gprq,ИИ-автоматизация развертывания облачных решений для АПК с помощью интеллектуальных RPA/IPA-агентов,,medium,medium,ClassicML; AIAgents; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=16&limit=20
cmryiwkig009tinjj6v5no5co,ИИ-автоматизация формирования коммерческих предложений для агроклиентов,,medium,medium,ClassicML; LLM; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=8&limit=20
cmryiwkin00i3injje85pxw1v,ИИ-агент для автоматического обновления и управления ПО сельскохозяйственной техники,,medium,medium,ClassicML; AIAgents; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=16&limit=20
cmryiwkia0023injj9zjqlbg2,ИИ-алгоритм оптимального использования и планирования земельных ресурсов агрохолдинга,,strong,slow,ClassicML; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture
cmryiwkil00fzinjjmxznmpsb,ИИ-алгоритм оптимального планирования отпусков сотрудников с учетом производственного цикла в сельском хозяйстве,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=14&limit=20
cmryiwkie007ninjjon059bnb,ИИ-алгоритм оптимального сезонного тайминга маркетинговых активностей в агробизнесе,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=6&limit=20
cmryiwkiv00r3injj2yafcf9n,ИИ-алгоритм оптимизации портфеля агроинновационных проектов,,medium,slow,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=24&limit=20
cmryiwkis00obinjjfwtdznnd,ИИ-алгоритм оптимизации портфеля сельскохозяйственных земельных участков с учётом правовых рисков и ограничений,,medium,slow,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=21&limit=20
cmryiwkio00irinjjw1zh54sq,ИИ-алгоритм оптимизации пропускной способности сетей для агро IoT-датчиков,,medium,slow,ClassicML; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=16&limit=20
cmryiwkiq00ljinjjby0r9dc6,ИИ-алгоритм оптимизации страховых запасов семян в цепочке поставок,,strong,slow,ClassicML,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=19&limit=20
cmryiwkij00ctinjjefru2t1e,ИИ-алгоритмы адаптивного управления микроклиматом в теплицах для персонализированного обслуживания агропредприятий,,strong,slow,ClassicML; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=11&limit=20
cmryiwkin00hzinjj00qfpzgw,ИИ-анализ ROI от инвестиций в цифровизацию агропроцессов,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=16&limit=20
cmryiwkik00edinjj9uvn83tt,ИИ-анализ биобезопасности в животноводческих комплексах,,strong,slow,ClassicML; LLM; CV,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=12&limit=20
cmryiwkir00mpinjjlf6a8qk7,ИИ-анализ геополитических рисков в международных закупках,,strong,slow,ClassicML; LLM; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=20&limit=20
cmryiwkil00f7injjm0dkp21i,ИИ-анализ демографических трендов и их влияния на кадровую политику,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=13&limit=20
cmryiwkii00cfinjj3galz6pj,ИИ-анализ и прогноз эффективности агротехнологических практик на основе данных с полей,,medium,slow,ClassicML; LLM; CV,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=11&limit=20
cmryiwkig009hinjjs6qh19ag,ИИ-анализ и прогнозирование потенциала новых экспортных рынков сбыта зерна,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=8&limit=20
cmryiwkib0039injjffb8q4td,ИИ-анализ и прогнозирование системных рисков в развитии сельского хозяйства,,strong,slow,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=2&limit=20
cmryiwki90015injjcvlf9gzw,ИИ-анализ климатических трендов для долгосрочного планирования сельскохозяйственных культур,,medium,slow,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture
cmryiwkib003zinjjdlkdy21a,ИИ-анализ кредитных рисков фермерских хозяйств,,strong,slow,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=3&limit=20
cmryiwkip00klinjjani9dkqu,ИИ-анализ надежности и рисков поставщиков семян и агрохимикатов,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=18&limit=20
cmryiwkid0061injjbeq7r1wk,ИИ-анализ операционных рисков сельхозпроизводства,,strong,slow,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=5&limit=20
cmryiwkiu00qbinjjlscptuih,ИИ-анализ патентных трендов в сельскохозяйственных инновациях,,medium,slow,ClassicML; LLM; NLP,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=23&limit=20
cmryiwkii00blinjj8fku0rep,ИИ-анализ политических рисков при работе с зарубежными рынками,,strong,medium,ClassicML; LLM; NLP,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=10&limit=20
cmryiwkie006ninjjti94qohw,ИИ-анализ потребительских предпочтений в сфере органических продуктов,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=6&limit=20
cmryiwkim00h5injjc9dbm8d3,ИИ-анализ профессиональных рисков при работе с агрохимикатами,,strong,medium,ClassicML; LLM; CV,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=15&limit=20
cmryiwkit00phinjjb39mlo3s,ИИ-анализ регуляторных рисков при экспорте агропродукции,,strong,medium,ClassicML; LLM; NLP,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=22&limit=20
cmryiwkiw00s9injjx20zehxq,ИИ-анализ рисков нарушения патентного законодательства,,strong,slow,ClassicML; LLM; NLP,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=25&limit=20
cmryiwkip00krinjjgutn85vf,ИИ-анализ рисков срыва поставок критически важных ресурсов,,strong,slow,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=18&limit=20
cmryiwkig009ninjjilyedeab,ИИ-анализ сезонных колебаний спроса на семенной материал,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=8&limit=20
cmryiwkir00ndinjjt70b5xet,ИИ-анализ судебных решений по спорам в сфере АПК для прогнозирования исходов и рисков,,medium,medium,ClassicML; LLM; NLP,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=21&limit=20
cmryiwkis00njinjj8uml0kjj,ИИ-анализ тенденций в правоприменительной практике Россельхознадзора,,medium,medium,ClassicML; LLM; NLP,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=21&limit=20
cmryiwkip00jxinjjxo070g38,ИИ-анализ уязвимостей в системах автономной сельхозтехники,,strong,slow,ClassicML; LLM; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=17&limit=20
cmryiwkir00nbinjjckyr1a2z,ИИ-аналитика и прогнозирование изменений законодательства о земельных отношениях,,medium,slow,ClassicML; LLM; NLP,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=21&limit=20
cmryiwkik00f1injjfjg5bt5b,ИИ-аналитика текучести кадров и прогноз факторов удержания персонала в сельхозпредприятиях,,medium,medium,ClassicML; LLM,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=13&limit=20
cmryiwkio00jdinjj22rw1vzq,ИИ-ассистент для выбора и оценки поставщиков цифровых решений в агробизнесе,,medium,medium,ClassicML; LLM; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=17&limit=20
cmryiwkiq00m5injj91fjv32x,ИИ-ассистент для переговоров и оптимизации долгосрочных контрактов поставки,,medium,medium,ClassicML; LLM; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=19&limit=20
cmryiwkih00b1injjojpe5wgk,ИИ-ассистент для переговоров и подготовки крупных контрактов поставки зерна,,medium,medium,LLM; NLP; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=9&limit=20
cmryiwkis00nninjje6dxc48l,ИИ-бот для автоматизированного заполнения регуляторной отчетности в сельском хозяйстве,,medium,medium,LLM; NLP; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=21&limit=20
cmryiwki9001finjjjsy7b0kx,ИИ-бот для автоматизированного мониторинга и анализа конкурентов в агросекторе,,medium,medium,LLM; NLP; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture
cmryiwkie006zinjjeyi0xi41,ИИ-бот для автоматического ответа на запросы покупателей сельхозпродукции,,medium,fast,LLM; NLP; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=6&limit=20
cmryiwkip00kvinjjkqbiv390,ИИ-бот для автоматического размещения и оптимизации заказов у поставщиков,,medium,medium,ClassicML; LLM; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=18&limit=20
cmryiwkic0047injjc9pfehhs,ИИ-бот для автоматического формирования финансовой отчетности агрохозяйств,,medium,medium,ClassicML; LLM; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=3&limit=20
cmryiwkil00fbinjjyrs2zreb,ИИ-бот для проведения первичных собеседований с кандидатами,,medium,fast,LLM; NLP; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=13&limit=20
cmryiwkim00gninjjuwt692wl,ИИ-генератор должностных инструкций для новых позиций в АПК,,medium,fast,LLM; NLP; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=15&limit=20
cmryiwkid005jinjjwr9afols,ИИ-генератор инвестиционных предложений для агростартапов,,medium,medium,LLM; NLP; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=5&limit=20
cmryiwkiv00rrinjjjyedsmaq,ИИ-генератор научных отчетов по результатам исследований,,medium,medium,LLM; NLP; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=25&limit=20
cmryiwkij00dvinjjfvj7entm,ИИ-генератор отчетов о состоянии посевов для агрономов,,medium,medium,ClassicML; LLM; CV,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=12&limit=20
cmryiwkih00b3injj6o983khm,ИИ-генератор персонализированных коммерческих предложений,,medium,fast,LLM; NLP; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=10&limit=20
cmryiwkif008binjjp9s6g86v,ИИ-генератор рекламных текстов для продвижения сельхозпродукции,,medium,fast,LLM; NLP,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=7&limit=20
cmryiwkiq00m7injj2mnwfhom,ИИ-генератор спецификаций и тендерной документации,,medium,medium,LLM; NLP; RPA,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=20&limit=20
cmryiwkia002rinjjb98xpod8,ИИ-генератор стратегических презентаций для инвесторов агрокомпаний,,medium,fast,LLM; NLP; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=2&limit=20
cmryiwkio00jfinjj51ia5wnv,ИИ-генератор технических спецификаций для агро-IT проектов,,medium,medium,LLM; NLP; AIAgents,0,0,0,,agriculture,,,https://ai-russia.ru/api/scenarios?industry=agriculture&page=17&limit=20
